t_unix,bottle_x,bottle_y,bottle_z,t_proc
,-1.1849447941104896,6.529849745282136,35.69306203884372,1.0904481050000072
,-1.1532052014111016,6.441043357981067,34.72113597240709,0.857437688999994
,-1.1532052014111016,6.354943055676365,34.73699787708899,0.847936715000003
,,,,0.8613642630000413
,-1.1635944374598501,6.4990707756205355,35.03393899918553,0.8542811930000198
,-1.1532052014111016,6.441043357981067,34.72113597240709,0.8507843040000012
,-1.1532052014111016,6.354943055676365,34.73699787708899,0.851818489999971
,,,,0.8516129399999954
,,,,0.8510062739999853
,-1.1532052014111016,6.441043357981067,34.72113597240709,0.8522256599999878
,-1.1849447941104896,6.529849745282136,35.69306203884372,0.8575186749999943
,0.22439963546412117,6.268842753371664,34.77104341729536,0.8517790280000099
,5.684068372496295,6.298704621555335,33.97638207868739,0.8545308650000152
,5.648718680660311,6.441043357981067,34.277968765924605,0.8514132049999716
,5.699608038143737,6.4990707756205355,34.58677929534734,0.8509127229999649
,5.699608038143737,6.412194794916692,34.60299092395967,0.8482368850000057
,5.598730019769511,6.384042974282119,33.97462390958898,0.8528283300000226
,5.734818982965012,6.441043357981067,34.26366904876895,0.8514670060000071
,5.648718680660311,6.354943055676365,34.2940356478529,0.8484831239999835
,5.634208123614749,6.328042597314732,33.662552047913366,0.8586017589999528
,5.56261837835561,6.354943055676365,34.308106629865584,0.8638134409999907
,5.634208123614749,6.328042597314732,33.662552047913366,0.8620035019999932
,5.699608038143737,6.412194794916692,34.60299092395967,0.8613595809999879
,5.734818982965012,6.441043357981067,34.26366904876895,0.8673250190000203
,5.648718680660311,6.441043357981067,34.277968765924605,0.8672325809999961
,5.648718680660311,6.354943055676365,34.2940356478529,0.8673361369999952
,5.45393527787892,6.052675761876089,33.12677966498471,0.8621575680000433
,1.9817948757682977,6.207490187830666,35.379681611799626,0.8645836199999621
,2.032505983862851,6.441043357981067,34.68077399477274,0.8655928129999779
,,,,0.86447107500004
,2.1660275255166,6.243452826629412,34.077609309229274,0.8626236949999679
,,,,0.8629310050000072
,2.0998575579713794,6.128027916101767,34.415326882444,0.8647170429999846
,2.0998575579713794,6.384042974282119,34.36875682750998,0.8669392529999982
,2.1660275255166,6.328042597314732,34.062002823048836,0.8676904729999819
,2.0998575579713794,6.384042974282119,34.36875682750998,0.8709576839999613
,2.1660275255166,6.328042597314732,34.062002823048836,0.8867355419999967
,2.1660275255166,6.328042597314732,34.062002823048836,0.8659110449999616
,,,,0.8676298650000263
,2.0998575579713794,6.384042974282119,34.36875682750998,0.8685609509999495
,2.0998575579713794,6.384042974282119,34.36875682750998,0.8745148530000506
,2.0998575579713794,6.384042974282119,34.36875682750998,0.8667199669999945
,2.147192503555586,6.189161932484807,33.78128227175772,0.8671618469999771
,2.1660275255166,6.328042597314732,34.062002823048836,0.8670705770000495
,2.1660275255166,6.243452826629412,34.077609309229274,0.8639515569999503
,2.211813549715681,6.218938414602409,33.46933687246904,0.8692147790000035
,2.0998575579713794,6.298704621555335,34.38449898800901,0.8715272289999803
,,,,0.8681754200000569
,,,,0.8692739059999894
,,,,0.8699245640000299
,,,,0.8700016480000841
,,,,0.8888881969999147
,,,,0.8652702510000836
,,,,0.8679426950000106
,,,,0.8833343359999617
,,,,0.866566300000045
,,,,0.868900366000048
,,,,0.9018103560000554
,,,,0.8987689440000395
,,,,0.8869961770000145
,4.37322803515784,6.052675761876089,33.28669129757787,0.8681147169999122
,4.327401897566808,6.189161932484807,33.57170029039984,0.8667884029999868
,4.327401897566808,6.189161932484807,33.57170029039984,0.8676234399999885
,4.327401897566808,6.189161932484807,33.57170029039984,0.8665055619999293
,4.327401897566808,6.189161932484807,33.57170029039984,0.8756655029999365
,4.365361563334938,6.243452826629412,33.86618888943844,0.8675588490000337
,4.365361563334938,6.243452826629412,33.86618888943844,0.8629945550000002
