t_unix,bottle_x,bottle_y,bottle_z,t_proc
2290.063861234,3.3809653216750357,-6.137596568764295,42.55077428880741,2.251142138999967
2292.122426108,3.3809653216750357,-6.137596568764295,42.55077428880741,2.0582639109998127
2294.161132712,3.3809653216750357,-6.0339058821177725,42.55077428880741,2.0385158639996916
2296.185429913,3.3809653216750357,-6.0339058821177725,42.55077428880741,2.0241064789997836
2298.208737036,3.3809653216750357,-6.0339058821177725,42.55077428880741,2.0231105479997495
2300.230492728,3.3809653216750357,-6.0339058821177725,42.55077428880741,2.021570784999767
2302.252435304,3.3809653216750357,-6.0339058821177725,42.55077428880741,2.0217593910001597
2304.268587638,3.4475851997223925,-6.072302988245526,42.09810647722436,2.015961649000019
2306.301065381,3.3809653216750357,-6.0339058821177725,42.55077428880741,2.0322979290003786
2308.317350131,3.3809653216750357,-6.0339058821177725,42.55077428880741,2.016099952999866
2310.362978003,3.3809653216750357,-6.0339058821177725,42.55077428880741,2.0454347250001774
2312.394440732,3.3809653216750357,-6.137596568764295,42.55077428880741,2.0312764700001935
2314.425477809,3.3809653216750357,-6.0339058821177725,42.55077428880741,2.030852427999889
2316.448774626,3.3809653216750357,-6.0339058821177725,42.55077428880741,2.0231015949998437
2318.473944938,3.3809653216750357,-5.93021519547125,42.55077428880741,2.0249865700002374
2320.495822802,,,,2.0216914390002785
2322.525406971,9.601962745057016,-5.785038537636665,43.013282704990104,2.029415669000173
2324.551364452,9.601962745057016,-5.785038537636665,43.013282704990104,2.02576559299996
2326.581447334,9.498715833819842,-5.722833822178206,42.55077428880741,2.029899880999892
2328.603479864,9.498715833819842,-5.826524508824728,42.55077428880741,2.0218345489997773
2330.637331993,9.498715833819842,-5.826524508824728,42.55077428880741,2.0336626650000653
2332.660760328,9.50025325961034,-5.764540205539359,42.09810647722436,2.0232419100002517
2334.686574675,,,,2.0256185139996887
2336.710451205,2.4654912454605147,-2.630584579131135,26.206768270589997,2.023715806999917
2338.734862025,2.4654912454605147,-2.694447055012768,26.206768270589997,2.0242257650002102
2340.75599377,2.4654912454605147,-2.694447055012768,26.206768270589997,2.0209300040000926
